CusID,LastPurchased,Total Revenue,Ticket,Ticket Size,1/12/2020,2/12/2020,3/12/2020,4/12/2020,5/12/2020,6/12/2020,7/12/2020,8/12/2020,9/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,13/1/2021,14/1/2021,15/1/2021,16/1/2021,17/1/2021,18/1/2021,19/1/2021,20/1/2021,21/1/2021,22/1/2021,23/1/2021,24/1/2021,25/1/2021,26/1/2021,27/1/2021,28/1/2021,29/1/2021,30/1/2021,31/1/2021,1/2/2021,2/2/2021,3/2/2021,4/2/2021,5/2/2021,6/2/2021,7/2/2021,8/2/2021,9/2/2021,10/2/2021,11/2/2021,12/2/2021,13/2/2021,14/2/2021,15/2/2021,16/2/2021,17/2/2021,18/2/2021,19/2/2021,20/2/2021,21/2/2021,22/2/2021,23/2/2021,24/2/2021,25/2/2021,26/2/2021,27/2/2021,28/2/2021,1/3/2021,2/3/2021,3/3/2021,4/3/2021,5/3/2021,6/3/2021,7/3/2021,8/3/2021,9/3/2021,10/3/2021,11/3/2021,12/3/2021,13/3/2021,14/3/2021,15/3/2021,16/3/2021,17/3/2021,18/3/2021,19/3/2021,20/3/2021,21/3/2021,22/3/2021,23/3/2021,24/3/2021,25/3/2021,26/3/2021,27/3/2021,28/3/2021,29/3/2021,30/3/2021,31/3/2021,1/4/2021,2/4/2021,3/4/2021,4/4/2021,5/4/2021,6/4/2021,7/4/2021,8/4/2021,9/4/2021,10/4/2021,11/4/2021
1037810,11/3/2021,17405.60,4,4351.40,,,,,,,,,,,,,,,4472.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857.93,,,,,,,,,,,,,,,,,,,,,,,10074.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037862,9/4/2021,13770.12,14,983.58,,,,,,,,,,,,,,,,,,11238.32,,166.36,,,,,,,,45.79,,,751.40,22.44,38.32,,,,,,,,,,49.53,,,,,,,,,,,,,,,,,,,,304.67,,499.07,,,,,,,,,,,,,,,,,,,,,,,,,,240.19,,,,,,,,,,,,,,,,,,81.31,,,,,,,,,,,,,,,166.36,,,,,,166.36,,
1037871,11/4/2021,1270.09,1,1270.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,270.09"
1037899,23/2/2021,11659.80,7,1665.69,,,,,,,,1459.82,,,,,,,,,,,2794.39,,,,,,,,,,,,,,,,,,,,,505.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6142.99,,362.62,,,,,,,,,,,,,394.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037951,21/3/2021,3746.73,3,1248.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.44,,,,,,,,,,,,,,78.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388.78,,,,,,,,,,,,,,,,,,,,,
1038025,8/4/2021,988.76,9,109.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.50,,,,,,,,,,111.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.34,,,,,,,80.37,,,,,,,,,83.18,,,148.60,102.80,,,,,,61.68,,,,,,,,56.07,,,
1038102,6/2/2021,2844.22,1,2844.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2844.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038198,30/3/2021,349.54,3,116.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.33,,,,,,,,,,,,,,,,,,,,,,,,,,24.30,,,,,,,,,,,,
1038275,26/3/2021,16642.53,10,1664.25,7822.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.87,3728.97,,,,,,,185.98,,,,,,,,,,,265.42,,,,,,,,,,,,,,,,,,2178.97,,,,,,,,,,,,,,,,,92.52,,,,,,,,,,,,,,,,,,,,,,,,23.37,,,,,,,,,,,,,,,,
1038312,19/2/2021,14953.27,1,14953.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14953.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038511,9/4/2021,12392.52,1,12392.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.47,,10542.05,,
1038669,23/2/2021,11214.95,1,11214.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11214.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038681,25/2/2021,0.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038695,28/1/2021,-45.80,2,-22.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039012,16/3/2021,9037.52,1,9037.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9037.52,,,,,,,,,,,,,,,,,,,,,,,,,,
1039166,8/4/2021,3102.80,1,3102.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102.80,,,
1039219,14/1/2021,165.42,1,165.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039397,13/1/2021,14435.51,1,14435.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14435.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039788,2/12/2020,1082.24,2,541.12,,1082.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039967,14/3/2021,9373.83,1,9373.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9373.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039988,16/12/2020,6093.46,2,3046.73,,,,,,,,,,,,,,,,6093.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040010,19/2/2021,24441.12,1,24441.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24441.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040070,7/3/2021,11341.50,1,11341.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11341.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040077,5/3/2021,9364.49,1,9364.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9364.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040241,26/3/2021,4861.68,2,2430.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.56,,,,,,,,,,,,,,,,
1040301,2/3/2021,3774.76,2,1887.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774.76,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040522,18/2/2021,15888.79,1,15888.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15888.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040645,18/3/2021,9699.07,1,9699.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9699.07,,,,,,,,,,,,,,,,,,,,,,,,
1040857,20/2/2021,8094.39,2,4047.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870.09,,,,,,,,,224.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040930,13/2/2021,2490.65,3,830.22,,,,,,,,,,,,,,27.10,,,,,,,,,,,,,,,,,,,,,,,,,,314.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041005,11/4/2021,21580.38,2,10790.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377.58,476.63,,,,,,,,,,,,"18,726.17"
1041603,19/12/2020,3450.00,1,3450.00,,,,,,,,,,,,,,,,,,,3450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041783,1/12/2020,1945.65,1,1945.65,1945.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041879,3/2/2021,3639.27,4,909.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984.11,379.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041880,10/2/2021,0.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042135,11/4/2021,1838.32,3,612.77,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,838.32"
1042403,3/3/2021,432.72,5,86.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.98,,,,,,,,,111.22,,,,64.49,,,71.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042913,5/3/2021,1895.45,1,1895.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043353,21/3/2021,2753.11,2,1376.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.36,,,,,,,,,,,,,,,,,,,,,
100000001,9/4/2021,58036.97,39,1488.13,,,,178.50,,88.79,,,364.49,,,,,,,,,3190.65,,,,2044.86,,,3041.12,13080.36,55.14,,,,,,,,1006.55,,,,,,,,,,,83.18,,1102.81,,,,135.51,,738.34,52.34,,,2958.87,14.02,760.75,,,,,,379.44,,,,,105.61,,539.24,3568.23,3003.73,,,,250.01,,,,,1767.30,,,29.91,,,,,743.92,,,42.06,,,2877.58,,5353.27,,1766.36,,,,,,91.59,,,,,,,7520.57,,,,,,,,,,,,,,,1101.87,,
100000002,11/4/2021,67110.49,20,3355.52,,,,,,,321.50,,,,,,976.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7831.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,8379.44,,,,,,,,,,,,,,,18378.49,2428.97,,,,,,,,,,588.79,,,,,,,,,,,,12800.21,2508.42,,2311.22,,,,6270.09,1479.44,412.15,,,,1859.81,,0.00,,,,,,,,563.55
100000003,11/4/2021,74968.48,37,2026.18,,,1679.44,,,,,,,,,,,,,1046.04,,,,,46.73,,,4157.01,688.79,,,,,,1423.36,,,,,,,,,1360.74,257.94,,,,,,,,,,,,,,1689.72,,,,,,4072.91,,,5794.39,,,,,,,,1637.38,,2000.00,,,,,,,484.11,,,3980.37,,,,,,,,,,747.66,,,,,6471.97,,,,4839.40,957.92,1650.47,1290.66,,,0.00,7659.83,,285.04,2326.16,,,,,1864.48,,,,2383.26,,,1792.52,3397.22,,,414.77,,,"8,568.19"
100000004,6/4/2021,266765.11,61,4373.20,,,,,,,,,,4727.10,,,894.38,,,,,,,,,,,1167.28,7108.41,,,2331.79,6606.53,,,24456.97,,,4537.39,1669.16,,70.09,,585.05,8717.76,,2782.34,,,3280.37,,,,,,,,,,2227.12,276.81,,,,79.44,,825.24,,,1951.41,5170.11,,,,,16717.02,,,26404.69,10916.81,,7877.58,,,11928.96,,1669.16,,1469.17,,,3931.76,,,9802.82,9070.09,,,5093.46,,,,,,,2528.03,,27532.40,3379.45,,4449.56,,,6712.15,,439.25,9071.47,,,,,886.92,13467.29,7360.75,3633.64,,,1265.42,,,1692.51,,,,,
100000005,21/3/2021,10264.25,7,1466.32,,,,,,,,466.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.36,,257.94,,,,,,,,,,,,,,,,,,,,,,,1067.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.63,577.57,,,,,,,,,,,,,,,,,4027.11,,,,,,,,,,,,,,,,,,,,,
100000006,6/4/2021,27459.37,19,1445.23,,,,,,,,,,,,,,,123.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.55,,,,,,,,1943.93,,,,,,232.71,313.09,,,,,,411.22,50.46,,,,,,,613.08,,,,,4730.84,,,9313.09,,564.49,,,,,,,,,,,,,,1871.96,50.47,,,,,,,,,,,,,,,,1638.31,,,,,,3065.42,,,,412.15,,525.22,,,,,
100000007,9/4/2021,21078.53,9,2342.06,,,,,,,,,,,,,,,,,,,,,,,,104.67,,,,,,,,,4877.57,,,-495.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5739.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.60,,,,,,,320.56,,,,1355.14,,,,,,,,7742.06,,
100000008,10/4/2021,21958.88,16,1372.43,,,,,,,,127.10,,,,,,,,,,,,,,1160.73,,,,2945.80,,121.50,,,,,,,,,,,,,3304.67,,859.82,,,,,,,,,,,1855.14,,,,,,,,,,,2889.72,,,,,1121.50,,,,,,,,,,,,,,,,462.62,,,,,,,,,,,,2246.73,,,,,,,,,,,,,,,,,,394.39,,,,708.42,,2999.06,,,,,,,,,761.68,
100000009,9/4/2021,677357.10,96,7055.80,,16820.56,,1662.62,,,1173.83,1234.58,53996.03,9870.10,,2717.76,,,18257.00,42320.56,77880.37,,11811.21,,5649.53,,14393.46,3267.29,6228.97,,,,7528.04,,,,,,30390.65,18922.43,11724.29,22332.71,3580.37,,,,4886.92,2222.43,,10757.94,,,9795.33,29640.18,-3267.29,1485.98,44072.89,2449.53,,,,2199.07,,,3843.93,,4190.65,,-2004.67,11432.72,10297.20,,,,2841.12,,,11350.47,,,,2545.79,,14689.72,,90971.96,,,3679.81,898.13,,,,,895.32,,,,,,,,,,,,,,,7108.41,,,6858.88,6396.26,,,,,,6129.90,,,,,,,7642.99,,,,,19114.01,,2469.16,,
100000010,22/3/2021,13844.45,10,1384.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416.81,,,,238.32,,,698.14,,,,,,,124.30,,,717.73,,,,,,,,,,,,1071.03,,,,,,,679.44,2690.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.80,,,,,,,,,,,,,,,,5105.41,,,,,,,,,,,,,,,,,,,,
100000011,2/3/2021,6688.79,4,1672.20,,,,,93.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462.62,,,,,,,,,,,,1220.55,,,,,,,,,,,1912.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000012,7/4/2021,34913.20,41,851.54,,,,1069.16,72.90,2244.06,738.32,,,,,,,,,,,,,267.29,,,,,,,,,24.30,,62.62,,,,,,,449.54,,,,,28.04,,128.97,55.14,,,,,,,42.06,,676.64,,,4013.99,,1553.28,,1021.50,,2773.83,,,383.17,1445.79,,,,,,40.19,,,330.84,,607.48,257.01,1375.69,,2449.55,,6579.44,,,,,,,,,,,,,,,,,,,,,440.19,,,,,136.45,,,,,,361.68,,,700.93,,,,,2455.15,,,2128.00,,,,
100000013,9/1/2021,114.02,1,114.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000014,12/3/2021,21140.86,8,2642.61,,,,,7065.42,,,,,4677.57,,,,,,,,,,,,,-2403.08,,,,,,,2271.97,,,,,,,,,,,,,,,2936.45,,,,,,,,,,,,,4086.92,,,,,,1518.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000015,10/4/2021,86956.00,57,1525.54,300.94,3003.61,,,2359.81,,,354.21,84.11,,,,,3123.35,,,,355.91,171.96,,,,164.49,2163.56,10871.96,,279.44,242.99,6392.52,,,100.94,,17.76,,,,555.14,150.47,132.71,,261.68,,3379.44,,,363.55,139.25,3237.39,4694.39,,,,45.00,360.75,,653.28,,,,,7810.29,,-4321.49,,,,,,,6349.53,,,1410.29,6488.82,4336.44,,1369.17,3810.28,,,,,14.02,,,,,,,,5205.61,,,,,,,,,,,,,,,,,,603.73,,,,,,,,,,,,,,1364.49,165.42,1004.68,,,,6359.81,1024.30,
100000017,10/2/2021,3021.51,3,1007.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.97,2034.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000018,4/4/2021,80477.25,32,2514.91,2774.76,167.29,36.45,,,,,,13.08,55.14,,,,,,,,,,29.91,,,,,,,,,,,,,10893.45,,,,971.97,,594.38,28.97,,176.63,,,,,,138.32,,,,,,42.06,,331.78,,,,,,,,,66.35,,,,,,,,,,,,288.78,,185.98,,,,,,3240.18,785.97,,,101.87,,,,,,,,,,,,,,,3637.39,42541.12,934.58,,,,,,,,860.58,,3510.29,,592.53,,5234.45,,1391.59,,,851.40,,,,,,,
100000021,17/1/2021,8737.37,6,1456.23,,2705.61,,,,,,,,,,,,883.17,,,,,,,,,,,,2957.01,,,,,,,,,,,,,,,,,209.34,,,,,1982.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000022,6/4/2021,1946.73,1,1946.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.73,,,,,
100000023,9/12/2020,279.44,1,279.44,,,,,,,,,279.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000027,8/4/2021,52898.29,62,853.20,,,526.17,,1988.79,1173.20,9557.81,3077.55,762.62,,405.61,,,200.00,,,,5476.64,,1099.07,,286.91,,,,150.46,146.72,,,1086.92,,45.79,,,,,,,28.04,785.04,,,,1993.46,,257.00,,,271.03,,,,,,,,,,,28.97,111.22,5464.48,,,,,37.38,2670.10,,,,,22.43,,465.42,,,,,82.24,,30.84,,,,,212.15,,,71.03,28.04,,,,,,4663.56,,16.82,,1279.44,,2.80,,,399.06,,,,,,,171.03,,,5592.52,,1223.36,136.45,,21.50,,,21.50,83.18,,,260.75,483.19,,,
100000028,3/4/2021,852258.14,89,9575.93,,,,,,,36140.18,,,15671.97,,,,,27803.74,23965.42,,,6271.03,,,31655.13,,,,,,,,,,,70995.33,,51836.26,,,10516.82,,5733.64,,,7125.23,1745.79,22087.15,7641.12,,,,,10317.76,284.11,,4657.01,,,26293.46,,,6478.50,,,,,,57083.18,9336.45,16990.65,,,,8222.85,54102.09,7033.64,,,,,,,,14078.51,,4416.83,100821.50,75528.97,4925.23,,,,,,4330.84,,4668.22,50962.62,,,,1503.73,24697.20,2891.12,,,-19328.97,,,,,,,16628.03,,,,,9351.40,,,,12942.06,9997.20,,13855.14,,,,,,,,
100000029,8/4/2021,57205.89,64,893.84,,1968.23,,1189.71,207.48,,1702.81,3917.86,,437.38,1600.00,750.47,100.93,,,,5943.93,,,,,2246.73,,,,,,,,,,,,,,1231.78,,,,3620.56,,,,,557.94,335.51,,,2094.39,1348.09,419.63,263.55,,,,,294.39,,,3604.67,,2801.87,,,,,,,,,,797.20,,,1026.16,,,,,1157.95,493.46,,1952.10,,664.49,3160.75,1869.16,,250.46,,,,1770.09,,785.04,1385.05,,,,,,,,,1805.61,,,,,,,,830.84,,,1201.87,,,,,714.95,,,,,441.12,,,261.68,,,
100000030,29/3/2021,40700.99,14,2907.21,,,22.43,,,,3571.02,,9336.45,,,6416.87,1024.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.98,,,,,,,,,,,142.98,,,,,,51.40,,,,,,,,,,,,15856.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.74,,,,,,,,,683.18,3302.80,,,,,,60.75,,,,,,,,,,,,,
100000031,6/4/2021,43470.37,20,2173.52,,1702.80,,,27.10,,170.09,,,,,,,,,,,1426.80,,,,,,,,,,,,14665.43,7395.33,285.05,,,,,987.85,,,,,,,,259.82,,,,,,,,,,,,,,,,,7662.61,314.02,,,,,400.93,,,,,,,17.76,1076.63,,,,,,,,,,2428.96,,203.74,,,,,,,,,,,,,271.62,,,,,,,,,,151.40,,,,,,,,,,,,,,,,4022.43,,,,,
100000032,25/3/2021,8822.44,8,1102.81,,,,,,,,,,,,,,,,,,,,,,,,,,,505.62,,,,,,,,,,,1953.27,302.79,,,,,,,,,,,1511.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,928.04,,,3581.31,,,,,,,,,,,,,,,,,
100000033,6/2/2021,159.81,2,79.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.01,,,,,,,,,,,,,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000034,4/1/2021,1073.83,1,1073.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000035,4/3/2021,4464.48,1,4464.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4464.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000037,30/1/2021,4023.36,1,4023.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4023.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
